(答案),﻿題號,問題,(1) 選項1,(2) 選項2,(3) 選項3,(4) 選項4
(3),37,業餘無線電人員設置固定式業餘電臺，其數量限制為何？,(1) 不限數量。,(2) 每人最多三座。,(3) 一人以一座為限，但其構成之無線電機數量不限。,(4) 每個地址只能有一座。
(4),38,申請固定式業餘電臺執照時，若使用未經型式認證之機件，應檢附什麼資料？,(1) 僅需身分證影本。,(2) 廠商保證書。,(3) 國外購買證明。,(4) 技術規格資料（含頻率、輸出功率等）。
(1),39,業餘電臺設置核准之有效期間為多久？,(1) 六個月。,(2) 一年。,(3) 兩年。,(4) 五年。
(2),40,電臺設置核准後若無法於期限內完成設置，可以展期多久？,(1) 不得展期。,(2) 展期期間為六個月，且以一次為限。,(3) 展期一年。,(4) 隨時可以再次申請。
(3),41,固定式業餘電臺執照應載明的事項，不包括下列何者？,(1) 電臺呼號。,(2) 設置地址。,(3) 申請人的學歷。,(4) 無線電機序號。
(1),42,行動式業餘電臺之輸出功率若在 25 瓦以上、50 瓦以下，其發射頻率限制為何？,(1) 頻段在 50MHz 以下。,(2) 頻段在 144MHz 以上。,(3) 沒有頻率限制。,(4) 僅限 430MHz 頻段。
(4),43,團體業餘電臺應由具備幾等資格之會員代表申請？,(1) 三等。,(2) 二等。,(3) 只要是會員即可。,(4) 一等。
(2),44,臨時電臺之設置使用期間，最長不得超過多久？,(1) 一個月。,(2) 六個月。,(3) 一年。,(4) 三年。
(3),45,申請臨時電臺應於預定設置使用日多久前提出？,(1) 前一天。,(2) 三天前。,(3) 十日前。,(4) 一個月前。
(1),46,業餘電臺執照有效期間屆滿，應於何時申請換照？,(1) 屆滿前六個月起五個月內。,(2) 屆滿後一個月內。,(3) 隨時可申請。,(4) 屆滿前一年。
(4),47,變更固定式業餘電臺之設置地點時，應如何辦理？,(1) 直接搬遷即可。,(2) 搬遷後再電話通知。,(3) 換發人員執照。,(4) 填具異動申請書申請審驗，換發電臺執照後始得使用。
(2),48,業餘電臺天線結構高度超過地平面多少公尺，需有航空色標？,(1) 20 公尺。,(2) 60 公尺。,(3) 100 公尺。,(4) 150 公尺。
(1),49,業餘無線電機之混附發射若產生妨害性干擾，應如何處理？,(1) 立即停止發射並予以改善。,(2) 降低功率繼續使用。,(3) 只要不是故意的就沒關係。,(4) 等待主管機關來維修。
(3),50,下列何者屬於禁止之通信內容？,(1) 技術研究心得分享。,(2) 緊急求救信號。,(3) 傳送猥褻、淫穢之語言或信息。,(4) 報明自己的呼號。
(2),51,業餘無線電人員是否可以為第三者傳送信息？,(1) 完全禁止。,(2) 僅限與我國訂有第三者通信協定之國家，且不具營利性質。,(3) 只要不收錢就可以隨便傳。,(4) 只有一等人員可以。
(1),52,業餘無線電人員在操作業餘電臺時，應將何種證件置於該電臺明顯處？,(1) 業餘電臺執照。,(2) 國民身分證。,(3) 畢業證書。,(4) 無線電機操作手冊。
(4),53,業餘無線電通訊紀錄（Log）應至少保存多久？,(1) 不需要保存。,(2) 一個月。,(3) 六個月。,(4) 一年。
(3),54,業餘電臺是否可以與非業餘電臺通訊？,(1) 可以。,(2) 只要頻率一樣就可以。,(3) 不得與非業餘電臺通訊，但發生緊急通信時除外。,(4) 僅限於晚上通訊。
(2),55,參加二等業餘無線電人員測試，總計 40 題，需答對幾題才算及格？,(1) 25 題。,(2) 32 題。,(3) 35 題。,(4) 40 題。
(1),56,業餘電臺呼號之指配，個人電臺之呼號原則上按什麼順序指配？,(1) 申請順序。,(2) 抽籤。,(3) 依年齡。,(4) 依測試成績。
(3),57,業餘無線電人員之操作執照，每幾年應申請換發？,(1) 1 年。,(2) 5 年。,(3) 10 年。,(4) 終身有效。
(4),58,下列何種情形應廢止業餘無線電人員執照？,(1) 變更地址未申報。,(2) 遺失執照。,(3) 出國觀光。,(4) 違反相關法令情節重大，經處分廢止者。
(2),59,業餘無線電頻率之分配，應參考何種組織之建議？,(1) 聯合國。,(2) 國際電信聯合會（ITU）。,(3) 世界衛生組織。,(4) 國際奧委會。
(1),60,「混附發射」包括哪些成分？,(1) 諧波發射、寄生發射、相互調變及頻率轉換所產生者。,(2) 正常的語音信號。,(3) 所有的背景雜訊。,(4) 地面反射波。
(2),61,業餘電臺之呼叫方式，在語音通信時應如何進行？,(1) 連續發射載波即可。,(2) 先報出對方呼號，再報出自己電臺呼號。,(3) 只報出自己的名字。,(4) 隨意發出聲音。
(4),62,二等業餘無線電人員可以使用的發射方式為何？,(1) 僅限語音 (Phone)。,(2) 僅限電報 (CW)。,(3) 僅限數據 (Data)。,(4) 依「業餘無線電管理辦法」規定之各種發射方式均可。
(1),63,業餘電臺在什麼情況下可以進行廣播？,(1) 任何情況下均不得進行廣播。,(2) 慶祝節日時。,(3) 播放流行音樂時。,(4) 為了測試音質。
(3),64,業餘無線電人員執照換發時，若原執照已逾期，應如何處理？,(1) 自動續約。,(2) 罰款後更換。,(3) 應重新參加測試及格後，始得重新申請執照。,(4) 直接使用舊執照。
(2),65,在業餘頻段內，144.000 至 144.100 MHz 主要分配給何種通訊方式？,(1) 調頻 (FM) 語音。,(2) 摩爾斯電報 (CW)。,(3) 電視。,(4) 業餘衛星下行。
(4),66,業餘電臺設置者對於電臺之機件設備，應負什麼責任？,(1) 僅負責開關機。,(2) 損壞時請政府維修。,(3) 隨意變更內部電路。,(4) 應經常維護，使其性能符合技術規範。
(1),67,業餘無線電人員通訊紀錄應記載哪些事項？,(1) 通信日期、時間、頻率、發射方式、對方呼號及通訊效果。,(2) 對方的性別。,(3) 當天的天氣。,(4) 對方的聯絡電話。
(3),68,業餘電臺之天線增益 (Gain) 是以什麼為參考基準？,(1) 木頭。,(2) 鐵棒。,(3) 半波偶極天線或各向同性天線。,(4) 避雷針。
(2),69,若業餘電臺發射功率超過多少瓦，必須進行電磁場強度之評估？,(1) 10 瓦。,(2) 依主管機關規定之功率限值（通常為 100 瓦以上）。,(3) 5 瓦。,(4) 1 瓦。
(4),70,下列何者不屬於業餘電臺？,(1) 個人電臺。,(2) 團體電臺。,(3) 臨時電臺。,(4) 警察無線電台。
(1),71,業餘無線電人員測試及格證明書的有效期限為何？,(1) 一年。,(2) 三年。,(3) 五年。,(4) 十年。
(3),72,業餘無線電人員之異動（如住址變更），應於幾日內申請變更？,(1) 7 日內。,(2) 15 日內。,(3) 30 日內。,(4) 不需要申請。
(2),73,「峰值包封功率 (PEP)」是指什麼？,(1) 最小發射功率。,(2) 在正常作業條件下，發射機在調變包封最高峰處一個射頻週期的平均功率。,(3) 電池的額定功率。,(4) 天線的損耗功率。
(4),74,業餘電臺於進行實驗通信時，應遵守什麼規定？,(1) 不得干擾其他合法電臺。,(2) 應在指配之頻段內進行。,(3) 應詳實記錄實驗結果。,(4) 以上皆是。
(1),75,業餘無線電管理辦法之主管機關為何？,(1) 國家通訊傳播委員會 (NCC)。,(2) 交通部。,(3) 內政部。,(4) 國防部。
(3),76,呼號為「BV2AA」，其中的「V」代表什麼意思？,(1) 勝利 (Victory)。,(2) 二等人員。,(3) 台灣地區業餘電臺之識別代字。,(4) 語音通訊。
(2),77,業餘電臺發射之頻率容許差度，主要是為了防止什麼？,(1) 省電。,(2) 防止干擾鄰近頻道。,(3) 增加通信距離。,(4) 美化聲音。
(4),78,關於「中繼電臺」，下列敘述何者正確？,(1) 用於轉發其他電臺之信號以擴大通信範圍。,(2) 應設於適當地點並由業餘人員管理。,(3) 需申請專門的電臺執照。,(4) 以上皆是。
(1),79,若發現他人擅自使用業餘頻率進行非業餘作業，應如何處理？,(1) 向主管機關舉報。,(2) 在頻道上與其爭論。,(3) 使用高功率壓制對方。,(4) 不予理會。
(3),80,二等業餘無線電人員在 14MHz 頻段可以使用的最大發射功率為何？,(1) 10 瓦。,(2) 100 瓦。,(3) 依執照核准之功率（通常最高 1000 瓦，視電臺等級而定）。,(4) 25 瓦。
(2),81,業餘無線電通訊中，使用「Q 碼」的主要目的是什麼？,(1) 作為祕密通訊。,(2) 縮短通訊時間並克服語言障礙。,(3) 測試機器。,(4) 增加通訊樂趣。
(4),82,業餘電臺執照遺失、損毀或執照資料變更時，應申請什麼？,(1) 撤銷執照。,(2) 重新測試。,(3) 罰鍰。,(4) 補發或換發。
(1),83,下列哪一種通訊不符合業餘無線電的定義？,(1) 幫公司傳遞業務訂單。,(2) 討論天線製作技術。,(3) 進行遠距離通訊實驗。,(4) 參與防救災演練通信。
(3),84,業餘電臺之天線高度，除應符合民航法規外，其支撐結構應如何處理？,(1) 必須塗成紅色。,(2) 隨意搭建即可。,(3) 應牢固並注意防雷。,(4) 必須超過 100 公尺。
(2),85,二等業餘人員若要申請一等人員測試，需具備什麼條件？,(1) 滿 18 歲。,(2) 設置二等業餘電臺滿一年以上。,(3) 學歷大學以上。,(4) 答對 40 題。
(4),86,「諧波發射」是屬於哪一種發射？,(1) 必要發射。,(2) 有益發射。,(3) 音樂發射。,(4) 混附發射的一種。
(1),87,業餘無線電人員在操作時，若因疏忽造成干擾，應採取什麼行動？,(1) 立即道歉並停止發射，找出原因。,(2) 裝作不知道。,(3) 加大功率把干擾蓋過去。,(4) 換一個沒人用的頻率。
(3),88,電臺呼號中的數字「0」通常保留給什麼用途？,(1) 總統府。,(2) 警察局。,(3) 臨時電臺或特殊紀念電臺。,(4) 初學者。
(2),89,申請業餘電臺執照時，所使用的無線電機必須符合什麼要求？,(1) 必須是日本製造。,(2) 必須經型式認證合格或審驗合格。,(3) 必須是二手的。,(4) 必須是體積最小的。
(4),90,業餘無線電通信作業，應遵守之優先順序為何？,(1) 隨到隨用。,(2) 功率大者優先。,(3) 職位高者優先。,(4) 遇有緊急通信時，應立即停止其他發射，先行讓其通話。
(1),91,業餘人員是否可以將執照借給他人使用？,(1) 絕對禁止。,(2) 只要是朋友就可以。,(3) 僅限收費使用。,(4) 只要對方也會操作就可以。
(3),92,「頻寬」的定義是指什麼？,(1) 電線的長度。,(2) 發射機的重量。,(3) 含有信息之發射所佔用之頻率範圍。,(4) 電池的容量。
(2),93,在 430MHz 頻段中，業餘業務與其他業務的關係為何？,(1) 業餘業務是唯一的使用者。,(2) 業餘業務為次要業務，不得干擾主要業務。,(3) 業餘業務是主要業務。,(4) 業餘業務完全不能使用。
(4),94,下列何者是正確的業餘無線電精神？,(1) 體諒。,(2) 忠誠。,(3) 進取。,(4) 以上皆是。
(1),95,二等業餘無線電人員測試中，「無線電規章」佔多少題？,(1) 15 題。,(2) 5 題。,(3) 30 題。,(4) 10 題。
(3),96,業餘電臺之呼號，其指配權屬於誰？,(1) 業餘無線電協會。,(2) 警察局。,(3) 國家通訊傳播委員會 (NCC)。,(4) 申請人自己決定。
(2),97,業餘無線電人員執照過期後繼續操作電臺，會受到什麼處罰？,(1) 沒有處罰。,(2) 依電信管理法裁處罰鍰。,(3) 沒收手機。,(4) 警告一次。
(4),98,無線電波的傳播速度大約是多少？,(1) 每秒 340 公尺。,(2) 每秒 100 公里。,(3) 每秒 1 萬公里。,(4) 每秒 30 萬公里。
(1),99,業餘電臺之識別呼號，在通訊結束時應如何處理？,(1) 應再次報明自己電臺呼號。,(2) 立即關機。,(3) 播放一段音樂。,(4) 報明自己的姓名。
(2),100,業餘無線電設備是否可以自行改裝？,(1) 絕對不可以。,(2) 可以在符合技術規範的前提下進行技術研究改裝，但須注意發射特性。,(3) 只要能收發就可以隨意改。,(4) 只有原廠技師可以。
(3),101,業餘無線電人員測試及格證明書遺失時，應向何處申請補發？,(1) 警察局。,(2) 鄉鎮公所。,(3) 原測試機關。,(4) 隨意找一個電臺。
(1),102,業餘電臺呼號之指配，若為團體電臺，其呼號第二字元通常為何？,(1) 代表等級之字母。,(2) 數字。,(3) 固定為 X。,(4) 固定為 Y。
(4),103,下列何種頻率為 1.8MHz 頻段？,(1) 1800-1850kHz。,(2) 1800-1900kHz。,(3) 1805-1815kHz。,(4) 1800-2000kHz。
(2),104,業餘無線電人員得利用業餘電臺進行何種通訊？,(1) 轉播廣播節目。,(2) 技術研究及自我學習之通訊。,(3) 代為傳遞商業廣告。,(4) 播放氣象報告。
(1),105,當業餘電臺遭受不明信號干擾時，應如何處理？,(1) 詳細記錄時間、頻率及干擾特徵並向主管機關反映。,(2) 以強大功率反擊。,(3) 在頻道上大聲責罵。,(4) 裝作沒看見。
(4),106,業餘電臺天線高度超過地平面 60 公尺者，其標識燈應符合什麼規定？,(1) 必須是綠色的。,(2) 必須是閃爍的音樂燈。,(3) 應依航空障礙物標誌及障礙燈效果標準設置。,(4) 只要夠亮就好。
(2),107,業餘無線電人員執照持有人之地址變更時，應如何處理？,(1) 不需處理。,(2) 應向主管機關辦理執照異動。,(3) 重新考試。,(4) 報廢執照。
(1),108,下列哪一個是 7MHz 頻段？,(1) 7.0-7.3MHz。,(2) 7.0-7.1MHz。,(3) 7.1-7.2MHz。,(4) 6.9-7.0MHz。
(3),109,業餘無線電人員是否可以操作未經申請核准之業餘電臺？,(1) 可以。,(2) 只要電臺主人同意就可以。,(3) 不可以，應操作領有電臺執照之電臺。,(4) 只有一等人員可以。
(2),110,業餘無線電人員在通訊時，是否可以使用自創代碼？,(1) 可以，增加通訊趣味。,(2) 不可以，應使用公開、易於識別之語文或碼。,(3) 只要對方聽得懂就可以。,(4) 只有在晚上可以使用。
(4),111,業餘無線電人員資格測試，每種等級的學科題目總數為何？,(1) 20 題。,(2) 30 題。,(3) 50 題。,(4) 40 題。
(1),112,關於二等業餘無線電人員之頻率使用，下列何者正確？,(1) 可使用管理辦法規定之各等級業餘頻段。,(2) 僅限使用 144MHz。,(3) 僅限使用 430MHz。,(4) 不能使用短波 (HF)。
(3),113,業餘電臺發射機之輸出功率，應以何種方式測定？,(1) 用體重計。,(2) 用溫度計。,(3) 使用射頻功率計配接假負載測定。,(4) 用電費單推算。
(2),114,業餘無線電人員執照有效期限屆滿前，應多久申請換發？,(1) 一個月。,(2) 屆滿前六個月起五個月內。,(3) 屆滿後一年內。,(4) 十年前。
(1),115,業餘電臺於通訊中，若要變更發射方式（如從語音改為數據），應遵守什麼規定？,(1) 應符合該頻段規定之發射方式。,(2) 隨意變更。,(3) 必須先向 NCC 報備。,(4) 只能在週日變更。
(4),116,下列何者為業餘無線電人員應有的素質？,(1) 體諒他人。,(2) 守法。,(3) 樂於助人。,(4) 以上皆是。
(2),117,業餘電臺發射之波束天線，若指向國外電臺，應如何處理？,(1) 只能指向美國。,(2) 應在允許進行國際業餘通訊的國家範圍內。,(3) 不限方向。,(4) 必須指向北方。
(1),118,業餘無線電管理辦法所稱之「業餘業務」，不包括下列何者？,(1) 營利性廣播。,(2) 放射電波以進行自我練習。,(3) 技術研究。,(4) 相互通信。
(3),119,申請設置業餘電臺時，若為行動式，應檢附什麼證明文件？,(1) 戶籍謄本。,(2) 駕照影本。,(3) 申請人業餘無線電人員執照影本。,(4) 學歷證明。
(4),120,業餘無線電人員應如何避免產生電磁干擾？,(1) 隨便連接地線。,(2) 加大發射功率。,(3) 使用不合規格之濾波器。,(4) 確保設備接地良好並使用必要之濾波設備。
(2),121,二等業餘人員在 21MHz 頻段可以使用的最大功率為？,(1) 10 瓦。,(2) 依其電臺執照核定功率。,(3) 1 瓦。,(4) 50 瓦。
(1),122,業餘電臺發射之信號，若造成鄰居電視干擾，應如何處理？,(1) 配合主管機關及鄰居找出干擾原因並改善。,(2) 否認是自己造成的。,(3) 叫鄰居不要看電視。,(4) 搬家。
(3),123,業餘電臺設置者變更時，應如何處理？,(1) 直接把執照給對方。,(2) 不需要處理。,(3) 應由新設置者重新申請設置。,(4) 重新測試。
(1),124,業餘電臺之呼號，由幾個部分組成？,(1) 前綴及後綴。,(2) 姓名及地址。,(3) 只有數字。,(4) 只有字母。
(2),125,下列何者為 50MHz 頻段之範圍？,(1) 50-51MHz。,(2) 50-54MHz。,(3) 49-50MHz。,(4) 50-60MHz。
(4),126,業餘無線電人員操作執照過期，未申請換發者，其執照效力為何？,(1) 永久有效。,(2) 自動展延一年。,(3) 減半使用。,(4) 失去效力，不得操作。
(1),127,二等業餘無線電人員可操作之電臺類別？,(1) 固定式或行動式。,(2) 僅限固定式。,(3) 僅限行動式。,(4) 僅限手持式。
(3),128,業餘電臺是否可以連接到網際網路進行語音轉接 (如 EchoLink)？,(1) 絕對禁止。,(2) 只要不收錢就可以。,(3) 應符合主管機關對於網際網路介接之規定。,(4) 只有國外可以。
(2),129,關於「呼叫頻率」之使用，下列何者正確？,(1) 可以長期佔用聊天。,(2) 用於呼叫及建立聯絡，建立聯絡後應立即移往其他頻率。,(3) 用於播放音樂。,(4) 用於商業廣告。
(1),130,業餘無線電人員在國外操作時，應遵守什麼？,(1) 該國相關法令及雙邊協議。,(2) 只要遵守台灣法令即可。,(3) 隨意操作。,(4) 該國法律不適用於業餘人員。
(4),131,業餘電臺執照應記載事項，若有變更，應於何時辦理？,(1) 一年後。,(2) 下次換照時。,(3) 不需要辦理。,(4) 發生變更之日起三十日內辦理異動申請。
(3),132,二等業餘人員之測試題目中，「無線電系統原理」佔多少題？,(1) 5 題。,(2) 20 題。,(3) 10 題。,(4) 15 題。
(2),133,業餘電臺之發射機，其頻率穩定度應達到什麼要求？,(1) 完全不飄移。,(2) 符合技術規範規定之容許差度。,(3) 只要能收到就好。,(4) 由製造商決定。
(1),134,業餘電臺天線支撐結構之設計應考慮什麼？,(1) 風壓、地震力及安全性。,(2) 顏色是否好看。,(3) 越便宜越好。,(4) 隨便用細線吊掛。
(4),135,業餘無線電人員在測試時，若有作弊行為，會如何處理？,(1) 警告一次。,(2) 沒收手機。,(3) 重新測試。,(4) 測試成績無效，並可能限制一定期間內不得參加測試。
(3),136,下列何者非業餘無線電之通訊對象？,(1) 其他業餘人員。,(2) 業餘中繼站。,(3) 計程車電台。,(4) 業餘衛星。
(2),137,業餘人員於電臺作業時，發現受干擾應採取的適當行動為何？,(1) 加大功率。,(2) 避開受干擾頻率或採取濾波措施。,(3) 投訴電力公司。,(4) 停止所有無線電興趣。
(1),138,業餘電臺之識別呼號，若為二等人員，其數字通常為何？,(1) 依所在地劃分之數字（0-9）。,(2) 只有 2。,(3) 只有 1。,(4) 隨機生成。
(4),139,業餘無線電通訊中，報時應以何種時區為準？,(1) 台北時間。,(2) 美國時間。,(3) 格林威治標準時間 (UTC) 或當地時間。,(4) 以上皆可，但通常國際通訊使用 UTC。
(2),140,「業餘衛星業務」主要使用哪些頻段？,(1) 中波頻段。,(2) 專為業餘衛星分配之超高頻 (UHF) 或極高頻 (VHF) 頻段。,(3) 長波頻段。,(4) 電視頻段。
(1),141,業餘無線電人員執照持有人死亡後，其執照應如何處理？,(1) 註銷或由繼承人依規定處理。,(2) 傳給兒子。,(3) 繼續有效。,(4) 扔掉。
(3),142,二等業餘無線電人員是否可以使用 28MHz 頻段？,(1) 不可以。,(2) 僅限週末。,(3) 可以。,(4) 只有白天可以。
(4),143,業餘電臺執照持有人遷移地址，逾期未申報異動，會受到什麼處分？,(1) 拘留。,(2) 沒收財產。,(3) 沒有處分。,(4) 罰鍰並責令限期改善。
(2),144,業餘電臺天線是否可以安裝在公共電桿上？,(1) 可以。,(2) 不可以，應有獨立支撐結構或經產權所有人同意之合法建物。,(3) 只要沒人看到就可以。,(4) 只有警察可以。
(1),145,「寄生發射」是指什麼？,(1) 於必需頻帶寬度外之頻率產生的不必要輻射。,(2) 正常的諧波。,(3) 對方電臺傳來的干擾。,(4) 收音機的聲音。
(3),146,二等業餘人員在 144-146MHz 頻段可使用的發射功率為何？,(1) 1 瓦。,(2) 10 瓦。,(3) 依執照核准（最高不超過 100 瓦）。,(4) 5 瓦。
(4),147,業餘無線電通訊紀錄應如何備查？,(1) 放在保險箱。,(2) 燒毀。,(3) 定期寄給 NCC。,(4) 應妥善保存一年，供主管機關隨時查驗。
(2),148,業餘電臺之發射頻率若偏離指配頻段，會造成什麼後果？,(1) 省電。,(2) 干擾其他合法業務並違反規章。,(3) 通訊變清楚。,(4) 沒影響。
(1),149,二等業餘無線電人員參加資格測試之規費，依何種規定收取？,(1) 規費法及主管機關公告之收費標準。,(2) 自由樂捐。,(3) 免費。,(4) 每題 100 元。
(3),150,業餘無線電人員是否可以利用電臺傳送加密（加密碼）之信息？,(1) 可以。,(2) 為了保密可以。,(3) 不得傳送足以隱蔽通訊內容之加密信息。,(4) 只有高級人員可以。
(4),151,下列何者屬於業餘無線電管理之範疇？,(1) 頻率分配。,(2) 呼號指配。,(3) 電臺設備技術規範。,(4) 以上皆是。
(2),152,業餘電臺之天線增益與發射功率之乘積，稱為？,(1) 總功率。,(2) 有效輻射功率 (ERP)。,(3) 消耗功率。,(4) 假負載。
(1),153,業餘無線電人員測試時，應攜帶什麼證件？,(1) 國民身分證。,(2) 圖書館證。,(3) 學生證。,(4) 信用卡。
(3),154,業餘電臺呼號前綴為「BU」代表什麼等級？,(1) 一等。,(2) 二等。,(3) 三等。,(4) 臨時電臺。
